0_0	0.555255
0_1	0.54691
0_2	0.560102
0_3	0.546788
0_4	0.54669
0_5	0.547322
0_6	0.549298
0_7	0.547427
0_8	0.546616
0_9	0.546294
0_10	0.548545
0_11	0.546125
0_12	0.546176
0_13	0.546259
0_14	0.548098
0_15	0.546129
0_16	0.581141
0_17	0.546655
0_18	0.560906
0_19	0.546702
0_20	0.547396
0_21	0.547416
0_22	0.54942
0_23	0.547412
0_24	0.549949
0_25	0.546984
0_26	0.549431
0_27	0.547051
0_28	0.549788
0_29	0.547059
0_30	0.550867
0_31	0.546871
0_32	0.556286
0_33	0.548733
0_34	0.567106
0_35	0.550447
0_36	0.556702
0_37	0.549902
0_38	0.565404
0_39	0.550686
0_40	0.555337
0_41	0.548271
0_42	0.551843
0_43	0.545357
0_44	0.555957
0_45	0.558024
0_46	0.553961
0_47	0.559639
0_48	0.541463
0_49	0.547035
0_50	0.5528
0_51	0.545404
0_52	0.548624
0_53	0.543129
0_54	0.552992
0_55	0.546129
0_56	0.551463
0_57	0.546157
0_58	0.553902
0_59	0.545675
0_60	0.553984
0_61	0.550486
0_62	0.555216
0_63	0.549682
1_0	0.871373
1_1	0.546867
1_2	0.879667
1_3	0.546898
1_4	0.622349
1_5	0.547314
1_6	0.656173
1_7	0.547416
1_8	0.727094
1_9	0.5466
1_10	0.690341
1_11	0.546231
1_12	0.651647
1_13	0.54669
1_14	0.642655
1_15	0.546322
1_16	0.862227
1_17	0.546757
1_18	0.872475
1_19	0.546706
1_20	0.65642
1_21	0.547396
1_22	0.655247
1_23	0.54762
1_24	0.619467
1_25	0.546396
1_26	0.759345
1_27	0.547106
1_28	0.630988
1_29	0.546675
1_30	0.638769
1_31	0.546718
1_32	0.783455
1_33	0.54909
1_34	0.741859
1_35	0.549737
1_36	0.690765
1_37	0.549859
1_38	0.658424
1_39	0.550349
1_40	0.765239
1_41	0.54838
1_42	0.857282
1_43	0.545396
1_44	0.591855
1_45	0.557678
1_46	0.629063
1_47	0.560922
1_48	0.714573
1_49	0.547804
1_50	0.855098
1_51	0.545114
1_52	0.691706
1_53	0.545482
1_54	0.622973
1_55	0.546463
1_56	0.860949
1_57	0.545843
1_58	0.828663
1_59	0.54582
1_60	0.550961
1_61	0.549329
1_62	0.675745
1_63	0.549259
2_0	0.56249
2_1	0.546992
2_2	0.563047
2_3	0.546596
2_4	0.549631
2_5	0.54742
2_6	0.54902
2_7	0.547796
2_8	0.550639
2_9	0.547051
2_10	0.549706
2_11	0.54609
2_12	0.551706
2_13	0.546565
2_14	0.550878
2_15	0.546325
2_16	0.564263
2_17	0.54718
2_18	0.563306
2_19	0.546659
2_20	0.55009
2_21	0.547424
2_22	0.549431
2_23	0.547643
2_24	0.549573
2_25	0.547122
2_26	0.54851
